Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#15 Noah Williamson,#22 Aiden Sherrell,#31 Jack Fagan,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,DEFENSIVE LABELS,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_03 ALABAMA VS NORTH DAKOTA,1593.118093,14.3418335,OFF Note,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1625.216132,18.44991974,OFF Note,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1661.633063,10.89703472,OFF Note,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1833.44515,23.61404436,OFF Note,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1871.981233,16.2254542,OFF Note,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1939.91509,17.51352961,OFF Note,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2024.493255,20.35455647,OFF Note,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2081.970567,22.34069465,OFF Note,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2124.83121,15.398443,OFF Note,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2161.235725,10.75915225,OFF Note,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2185.229371,8.370525741,OFF Note,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2216.236292,29.55579484,OFF Note,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2428.798105,22.81236029,OFF Note,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2512.341533,18.46492663,OFF Note,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2534.387518,9.84295325,OFF Note,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2556.159108,28.23465677,OFF Note,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2609.286421,15.22444167,OFF Note,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3804.809767,14.83381049,OFF Note,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3873.028087,10.542909,OFF Note,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3895.473908,14.69973962,OFF Note,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3920.482596,7.57921302,OFF Note,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3982.981233,18.34223134,OFF Note,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4012.989808,7.869489165,OFF Note,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4050.248833,9.327661359,OFF Note,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4221.986567,19.01042085,OFF Note,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4283.776407,12.4073178,OFF Note,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4309.476625,11.15415213,OFF Note,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4334.448467,4.86361408,OFF Note,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4343.447175,15.20236945,OFF Note,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4375.110193,14.00017065,OFF Note,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4571.788465,21.00498752,OFF Note,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4624.463194,12.47477962,OFF Note,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4652.209558,18.20201565,OFF Note,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4714.2423,12.62210276,OFF Note,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4748.970567,20.87412565,OFF Note,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4794.9919,11.78490106,OFF Note,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4939.38212,10.55930889,OFF Note,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5008.459311,16.59698352,OFF Note,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5033.490516,8.75199176,OFF Note,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5107.9919,14.11785618,OFF Note,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5328.96653,8.767019523,OFF Note,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5424.045208,18.2908847,OFF Note,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5450.55655,10.52704354,OFF Note,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5512.986165,8.12856113,OFF Note,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5532.70675,21.92436069,OFF Note,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5576.0515,15.29678308,OFF Note,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5790.970567,13.91691589,OFF Note,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5810.231469,22.30109098,OFF Note,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5891.004943,14.57606838,OFF Note,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5919.223972,27.84687072,OFF Note,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5989.431117,11.02960826,OFF Note,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6011.909994,22.66596631,OFF Note,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6041.974223,14.17076841,OFF Note,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6084.855117,11.41574043,OFF Note,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6205.644689,22.90232079,OFF Note,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6263.851508,12.10278859,OFF Note,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6491.319262,8.736494307,OFF Note,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6571.914489,10.52713852,OFF Note,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6644.044165,12.44624907,OFF Note,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6667.970567,20.6691896,OFF Note,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6785.954889,11.38358419,OFF Note,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6848.067831,8.011699549,OFF Note,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6944.261592,17.57607094,OFF Note,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6975.14885,29.07710415,OFF Note,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,7080.378438,23.82587768,OFF Note,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,260.4774798,7,Opponent Stats,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,318.4058034,7,Opponent Stats,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,341.5228898,7,Opponent Stats,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,341.5228898,7,Opponent Stats,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,392.7439613,7,Opponent Stats,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,423.8126943,7,Opponent Stats,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,423.8126943,7,Opponent Stats,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,464.8782157,7,Opponent Stats,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,503.5585353,7,Opponent Stats,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,540.2214772,7,Opponent Stats,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,581.9584883,7,Opponent Stats,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,805.6441877,7,Opponent Stats,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,838.7876195,7,Opponent Stats,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,895.2216984,7,Opponent Stats,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,895.2216984,7,Opponent Stats,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,960.7424957,7,Opponent Stats,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1029.320325,7,Opponent Stats,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1095.361431,7,Opponent Stats,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1121.492078,7,Opponent Stats,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1143.616722,7,Opponent Stats,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1177.385337,7,Opponent Stats,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1177.385337,7,Opponent Stats,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1216.313419,7,Opponent Stats,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1216.313419,7,Opponent Stats,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1245.199859,7,Opponent Stats,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1516.753859,7,Opponent Stats,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1516.753859,7,Opponent Stats,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1580.952126,7,Opponent Stats,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1587.616055,7,Opponent Stats,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1587.616055,7,Opponent Stats,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1621.354583,7,Opponent Stats,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1657.376778,7,Opponent Stats,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1888.743149,7,Opponent Stats,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2020.170887,7,Opponent Stats,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2020.170887,7,Opponent Stats,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2057.397496,7,Opponent Stats,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,
